Column1,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Laptop,Dell,8E758269,Reflect senior may far turn young team decade.,185251,24-06-2024,27-06-2024,4,Catherine Grant,South Kayla,Central,Ryzen 3,Ryzen 3,4GB,128GB,1TB
Mobile Phone,Lenovo,D5397591,Nearly food I ok instead program allow consider consider final avoid able.,165262,23-08-2023,03-10-2023,8,Crystal Bennett,Scottmouth,Central,N/A,Apple A-Series,32GB,128GB,N/A
Mobile Phone,Oppo,EDE07F44,I series indicate will player old need western human carry discuss few.,70475,05-05-2023,03-06-2023,5,Bryan Cunningham,West Andrea,Central,N/A,MediaTek Dimensity,4GB,512GB,N/A
Laptop,iQOO,88D61250,Ball figure seat heart piece prepare energy beat ago when now someone.,26218,31-01-2025,10-02-2025,4,Mark Maynard,Lake Teresachester,South,i9,i9,16GB,128GB,1TB
Mobile Phone,HP,573B2A66,Both his add whose leg against rather car create concern number north.,147274,05-10-2024,12-11-2024,7,Sarah Stark,Timothyborough,East,N/A,Apple A-Series,8GB,256GB,N/A
Laptop,Huawei,36454001,Bring order coach whose fish including measure.,166369,29-07-2023,22-09-2023,5,Chloe Davis,Robertfurt,Central,i7,i7,16GB,64GB,256GB
Laptop,Toshiba,9FEF018C,Significant store ahead language ok over against physical sometimes study nice government.,184535,16-09-2024,05-10-2024,6,Michael Colon,North David,Central,Ryzen 5,Ryzen 5,16GB,128GB,1TB
Mobile Phone,Lenovo,17F3B1F7,Quickly today physical while direction science myself.,130428,28-05-2024,22-06-2024,7,Tina Frost,Martinezchester,West,N/A,Apple A-Series,6GB,128GB,N/A
Mobile Phone,Apple,5315B2B4,Together often protect simply many often bed show walk always wife behavior.,47571,22-02-2024,16-04-2024,4,Michael Barrett,West Courtney,South,N/A,Snapdragon 7s,4GB,256GB,N/A
Mobile Phone,Vivo,EC1C2D55,Year gas worker spring someone face science science seem increase magazine half red.,150156,03-07-2023,11-07-2023,4,Joshua Guzman,East Ronald,Central,N/A,Samsung Exynos,6GB,64GB,N/A
Mobile Phone,Dell,924F63DB,About enjoy defense question cold source.,22655,25-04-2023,18-06-2023,10,Paul Adams,Sheilamouth,West,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
Mobile Phone,Oppo,8D4D1E4F,Central treat lot game home myself claim marriage girl occur need mission finally.,188521,26-01-2025,23-02-2025,1,Monica Ellis,Christineville,North,N/A,MediaTek Dimensity,6GB,64GB,N/A
Laptop,Realme,A03796B4,Friend ten concern center in another TV indicate lose sure rate yeah significant.,124623,10-08-2023,20-08-2023,9,Cody Ruiz,Port Dawntown,North,Ryzen 5,Ryzen 5,16GB,128GB,256GB
Mobile Phone,Motorola,3F096FBA,State training different easy get whether feeling against less audience record history region.,124575,11-04-2024,16-04-2024,1,Alexander Webb,North Aaron,North,N/A,Snapdragon 7s,8GB,128GB,N/A
Mobile Phone,Realme,6450AA68,Reduce feeling challenge design thing child.,57735,10-04-2024,19-04-2024,10,Jennifer Mathews,Mccoychester,South,N/A,Apple A-Series,16GB,128GB,N/A
Mobile Phone,Redmi,27C7466D,Once because positive consumer present or hit green admit.,79136,24-09-2024,05-11-2024,8,Eric Wall,West Phillipstad,South,N/A,MediaTek Dimensity,12GB,256GB,N/A
Mobile Phone,Asus,EE513F7B,Other task number system six without authority suffer ever still week see.,88769,30-12-2024,19-02-2025,9,Jonathan Burch,Johnstonport,East,N/A,MediaTek Helio,32GB,256GB,N/A
Mobile Phone,Oppo,2CC29302,Piece foot person subject report amount pattern people relate wind.,118417,03-05-2023,07-06-2023,10,Grace Nguyen,New Jennifer,North,N/A,Apple A-Series,6GB,256GB,N/A
Laptop,Motorola,DE2A3D91,Enough certain serious fast over condition meeting hard interview by significant.,154117,21-06-2024,17-07-2024,1,Becky Garcia,Garzachester,North,Ryzen 7,Ryzen 7,6GB,512GB,1TB
Laptop,iQOO,388F5000,Know mention none between crime someone style key life middle because.,101041,21-03-2024,09-05-2024,6,Kelly Schneider,Victorborough,South,i9,i9,6GB,64GB,2TB
Laptop,iQOO,56922DB8,Congress hard station read admit bill mean position.,82229,10-11-2023,07-01-2024,2,Xavier Clark,North Jeffrey,Central,i5,i5,16GB,128GB,2TB
Mobile Phone,Google,C1FA956E,Pull pick least another computer evidence everybody north quite.,136956,25-06-2023,26-07-2023,10,Michael Williams,Colleenside,West,N/A,MediaTek Dimensity,4GB,128GB,N/A
Laptop,Toshiba,5307C684,Administration such you author push also night.,38118,18-12-2024,19-12-2024,1,Michael Hall,Lake Rachelberg,Central,i3,i3,16GB,64GB,512GB
Laptop,Apple,35CED131,Risk result have reason teacher general reality pull several medical smile mission majority.,95770,23-09-2023,19-10-2023,3,Kimberly Williams,New Thomashaven,South,i9,i9,16GB,1TB,512GB
Mobile Phone,Acer,A1A92602,Late no land likely fine blood say include win.,62041,20-10-2023,23-11-2023,6,Pamela Hardy,West Josephview,South,N/A,Apple A-Series,8GB,1TB,N/A
Laptop,Redmi,7EFB3883,Create couple just against purpose day protect home.,43065,25-09-2023,14-11-2023,8,Dominique Daniels,Mercerburgh,South,i9,i9,32GB,256GB,256GB
Mobile Phone,Sony,28844360,Good land area across soldier southern specific.,198386,20-05-2023,08-07-2023,1,Dustin Carter,Port Madeline,Central,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
Mobile Phone,Google,E9A18250,Successful religious account either move door name like.,184503,12-10-2023,03-11-2023,9,Robin Russo,Danaport,East,N/A,MediaTek Dimensity,6GB,64GB,N/A
Mobile Phone,Toshiba,F96E6BB8,Prove possible lot down country course tree system worry boy give.,110504,30-08-2024,20-09-2024,2,Marcus Lewis MD,Sandraview,East,N/A,Apple A-Series,8GB,128GB,N/A
Mobile Phone,Oppo,5FCDCEC2,How we attorney box seat southern knowledge citizen understand with.,195727,31-05-2023,08-07-2023,9,James Kim,Hardingburgh,North,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
Mobile Phone,OnePlus,AE8F3B3E,Onto relationship stand true education her range present.,79560,22-12-2024,17-01-2025,3,Jimmy Ellis,Stoneshire,West,N/A,Apple A-Series,16GB,256GB,N/A
Laptop,iQOO,A58C453E,Quality might cover simple our effect energy off.,123775,29-11-2024,31-12-2024,6,Matthew Pearson,Ralphhaven,North,i7,i7,16GB,128GB,256GB
Laptop,Vivo,F6805A9A,Drop PM family which science low suddenly where year impact why bit baby.,182758,28-08-2024,23-10-2024,8,Bradley Ayala,Durhamfort,South,i7,i7,8GB,64GB,2TB
Mobile Phone,Redmi,A8057E94,Not scientist thing ask near thank information mention myself serious.,88084,21-01-2024,24-02-2024,9,Angela Pierce,East Gregoryborough,East,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
Laptop,OnePlus,01A423A8,Success could teacher miss sit out generation baby.,178333,06-10-2024,13-10-2024,8,Kimberly Bell,Port Christianton,Central,i5,i5,4GB,1TB,2TB
Mobile Phone,Toshiba,01D52E2F,Music movie mean house reason Republican company someone be east husband rest.,186658,12-08-2023,01-09-2023,5,Teresa Rice,Port Amy,North,N/A,Apple A-Series,8GB,512GB,N/A
Mobile Phone,Motorola,DB5C81BA,Particular within play real fall cause hospital guy customer beautiful energy network.,136702,26-10-2024,07-12-2024,8,Edward Juarez,East Taylorville,Central,N/A,Samsung Exynos,8GB,1TB,N/A
Laptop,iQOO,1BB47E24,Month case effort read vote make deal every return better.,199692,19-12-2024,11-01-2025,7,Ethan Mack,Lauraton,East,Ryzen 5,Ryzen 5,8GB,128GB,256GB
Laptop,Acer,0A7CFC6B,Interest hospital news realize within down image between less.,59021,04-04-2024,01-05-2024,9,Louis Booth,Lake Danny,East,Ryzen 5,Ryzen 5,4GB,256GB,1TB
Mobile Phone,iQOO,78B17674,Inside music hotel give finish democratic push outside test law whatever.,82053,25-06-2024,29-06-2024,3,Miss Kimberly Williamson,Kathleenberg,North,N/A,MediaTek Dimensity,12GB,512GB,N/A
Mobile Phone,OnePlus,F31EE7A9,Yourself charge president pressure friend bar single.,14644,08-04-2024,17-05-2024,1,Joseph Brown,Michelletown,East,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Mobile Phone,Dell,8EBD5FFF,Campaign that work economy cell it lawyer service minute teach lay force such.,92158,24-11-2024,18-01-2025,8,Daniel Watts,Port Erin,West,N/A,MediaTek Dimensity,12GB,1TB,N/A
Laptop,Apple,BE7C0A52,Travel expect continue air city do cultural small wonder upon set.,123595,16-07-2023,18-07-2023,6,Teresa Hale,West Randall,East,Ryzen 5,Ryzen 5,32GB,64GB,512GB
Laptop,Nokia,E3D9C0F6,Available magazine walk area mission say.,41022,09-10-2024,30-11-2024,5,Dan Brown,Davenportshire,South,i7,i7,16GB,1TB,1TB
Mobile Phone,Sony,48010D9C,Capital thing suddenly hotel child ago fine view rate.,133921,10-09-2023,28-10-2023,10,Beverly Jimenez,Kennedyville,Central,N/A,Apple A-Series,6GB,128GB,N/A
Mobile Phone,Vivo,C5EB726A,Republican parent environmental visit every move.,102324,31-03-2024,15-04-2024,2,Robert Brown,Harrisonhaven,West,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
Laptop,Lenovo,F79A58EB,Often about know admit this admit reduce do.,49251,22-04-2024,27-04-2024,6,Sophia Ryan,East Robertchester,South,i7,i7,32GB,128GB,2TB
Mobile Phone,Huawei,FBDB2B67,Husband alone race management organization my sea result best floor college parent.,53926,26-02-2025,06-03-2025,10,Ronald Austin,Lake Mark,West,N/A,Apple A-Series,16GB,512GB,N/A
Laptop,Acer,22A37AB4,Country reveal morning machine current black.,69565,27-05-2023,05-06-2023,5,Joshua Hutchinson,Jasonburgh,East,i5,i5,6GB,1TB,512GB
Laptop,Sony,FE18D5BD,Wear heart almost tend bad throw quite while not care particularly.,71071,21-11-2023,24-12-2023,7,Michael Anderson,Ramirezville,East,Ryzen 3,Ryzen 3,32GB,512GB,1TB
Mobile Phone,Motorola,3A2333AF,Perform realize each statement receive professor.,185179,24-10-2023,06-11-2023,6,Yolanda Gregory,Powellstad,North,N/A,Snapdragon 7s,6GB,1TB,N/A
Mobile Phone,Vivo,04BD5CD6,Sport join size rest movie between word process store.,26299,30-10-2024,20-11-2024,6,Wendy Palmer,North Geraldhaven,Central,N/A,Snapdragon 8 Gen,16GB,128GB,N/A
Laptop,Acer,4019286C,Notice everybody politics will determine local age energy.,181013,11-11-2024,23-11-2024,10,Katie Garcia,Allenmouth,East,Ryzen 5,Ryzen 5,16GB,1TB,2TB
Laptop,iQOO,D936ADB3,Data power science hair get star sell suddenly develop forget follow.,84883,22-05-2023,10-07-2023,7,Cynthia Roberts,Wrightside,North,i3,i3,8GB,64GB,2TB
Laptop,Apple,B78B80D1,Table two sometimes clear me great debate bad pattern significant.,178771,08-04-2024,09-05-2024,4,Jeremy Compton,Knightmouth,North,Ryzen 5,Ryzen 5,12GB,1TB,2TB
Laptop,iQOO,4FCC29DE,Art fact strategy deep gas natural my lawyer four on.,168056,26-09-2023,24-11-2023,8,John Mckenzie Jr.,Shellyland,Central,i3,i3,6GB,64GB,2TB
Mobile Phone,Nokia,1D351069,Role me because responsibility thank Congress possible company employee large majority organization.,123141,02-05-2023,08-06-2023,7,Joshua Garcia,Williammouth,East,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
Mobile Phone,Realme,970449A2,Language treatment next certainly beyond wind oil night offer woman assume.,185637,11-03-2024,10-04-2024,1,Alexis Hooper,Markport,South,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
Laptop,Acer,7DCA4169,Environment quickly clearly tonight administration list.,186040,19-11-2024,14-12-2024,8,Nicole Taylor,Nathanielburgh,West,Ryzen 5,Ryzen 5,12GB,256GB,256GB
Mobile Phone,Vivo,DD00CFD6,Spring character center sort direction current though fill.,27277,10-03-2025,25-03-2025,7,John Lawson,South Christophermouth,East,N/A,Snapdragon 8 Gen,16GB,128GB,N/A
Laptop,Apple,AE1EEA8F,Here plant woman fight method parent argue always chance third happy.,125899,03-07-2023,10-07-2023,5,Melissa Henson,West Jason,South,Ryzen 9,Ryzen 9,6GB,64GB,512GB
Laptop,Redmi,9EA799BD,Because several worker read skill model student fund claim figure less next.,117709,12-08-2023,02-10-2023,1,Nicholas Anderson,West Olivia,North,i5,i5,16GB,256GB,512GB
Laptop,Realme,13C864E0,Himself artist watch store election friend white big statement national wind attention continue.,109846,14-08-2023,08-09-2023,5,Mr. Jeffery Stein,Becktown,East,Ryzen 5,Ryzen 5,32GB,128GB,2TB
Mobile Phone,Realme,B3C93AD7,Meeting grow notice size can go.,20548,23-11-2023,17-12-2023,2,Jennifer Brown,Benjaminchester,North,N/A,Snapdragon 8 Gen,12GB,128GB,N/A
Mobile Phone,Vivo,6D2C3035,Whether public sound yes people democratic cost protect short growth would matter.,123085,15-05-2024,31-05-2024,6,Stacy Valdez,South Kenneth,East,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
Mobile Phone,Microsoft,4C571755,Difference value between us may right black bring.,142490,09-11-2024,15-11-2024,3,David Hampton,Jamesland,Central,N/A,Snapdragon 7s,4GB,256GB,N/A
Laptop,Google,71595CD8,Recognize garden final west vote into.,44566,25-02-2024,02-03-2024,7,John House,Jamesmouth,West,Ryzen 3,Ryzen 3,4GB,64GB,2TB
Mobile Phone,Asus,ACE7530E,Benefit successful reason determine mouth little hear.,185212,03-05-2023,17-05-2023,1,Eric Meyer,Elizabethstad,West,N/A,Snapdragon 7s,6GB,64GB,N/A
Mobile Phone,Apple,B33CE6E0,Ability role serious at today economic factor apply amount.,39115,17-07-2023,09-08-2023,8,Barbara Stephens,Copelandborough,West,N/A,Apple A-Series,12GB,256GB,N/A
Mobile Phone,Apple,0C4402E4,Wait beat daughter necessary third ground help sport successful image.,163486,12-11-2023,27-12-2023,5,Steven Wright,West Kathrynside,North,N/A,MediaTek Dimensity,4GB,128GB,N/A
Laptop,iQOO,3A7080BE,Identify able less return material offer answer sea performance.,56483,01-10-2024,23-10-2024,6,Anna Charles,New Garrett,East,i7,i7,8GB,1TB,2TB
Laptop,Dell,A91E0276,Office part important sense eye represent yard onto wear dinner brother be reason.,185618,15-11-2023,01-01-2024,6,Daniel Harris,North Scottside,North,i3,i3,12GB,128GB,256GB
Laptop,Samsung,AE3ACCC5,Past language whose president art now century cell film but result development.,105967,08-05-2024,01-06-2024,1,Jennifer Walker,Hansontown,West,Ryzen 3,Ryzen 3,12GB,512GB,512GB
Laptop,Motorola,874409A2,Walk performance majority particularly such story certain evening personal white free.,161948,22-01-2024,04-02-2024,9,Jamie Norman,Lake Tom,Central,Ryzen 3,Ryzen 3,4GB,256GB,1TB
Laptop,HP,4506557D,Impact customer call plant vote whatever Republican mouth crime item individual institution young pretty.,128417,08-08-2024,15-09-2024,8,Carol Cooper,Harrisfort,North,i3,i3,32GB,256GB,256GB
Laptop,Samsung,C7BFCD84,Still finally instead open that message laugh challenge although enough recognize wrong class.,97764,31-10-2023,15-12-2023,6,Laura Clark,Waynemouth,Central,Ryzen 9,Ryzen 9,8GB,64GB,2TB
Laptop,Redmi,FC40B5DC,Believe statement along season guess likely guess something little fill better agent know.,173615,12-12-2024,16-01-2025,10,Casey Roberts,Mitchellton,Central,i5,i5,6GB,1TB,512GB
Laptop,Vivo,8086F59C,Discuss economy with early set one think sea special reach.,73491,15-12-2024,23-12-2024,7,Daniel Hale,South Michaelside,East,Ryzen 5,Ryzen 5,16GB,1TB,256GB
Mobile Phone,Oppo,09399B51,Attorney call fear item others activity.,19552,30-09-2024,20-10-2024,4,Scott Hernandez,North Stephaniechester,South,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
Laptop,Acer,E3C75F0C,Fly available serve area sometimes trade produce there modern.,155929,25-05-2024,26-06-2024,1,Martin Hess,Smithhaven,West,Ryzen 3,Ryzen 3,8GB,128GB,2TB
Laptop,Google,42ADDF04,Wind center record commercial every option family such majority could foreign travel option.,60264,04-09-2024,03-11-2024,2,Stephanie Reynolds,South Timothy,South,i3,i3,6GB,512GB,256GB
Mobile Phone,Motorola,65BEF8BE,Avoid carry audience structure sound size deep no.,16436,29-09-2024,03-11-2024,10,Janice Mitchell,Lake Roger,North,N/A,Snapdragon 8 Gen,12GB,512GB,N/A
Laptop,Sony,CFD758EC,Tonight direction already message child thank training as.,106522,23-09-2023,02-10-2023,8,Gregory Morgan,Barbermouth,West,Ryzen 7,Ryzen 7,12GB,128GB,512GB
Mobile Phone,Microsoft,F25C63A3,Mean air hundred actually off talk particularly federal election lay.,121082,15-12-2024,21-01-2025,3,Nicolas Mckenzie,Millerport,East,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
Laptop,HP,F9A0E166,Media practice include realize water mention shoulder.,164988,01-02-2024,24-03-2024,9,Jeffrey Powell,Oliviaville,East,Ryzen 9,Ryzen 9,4GB,128GB,512GB
Laptop,Oppo,8D7C5EF5,Significant place factor cold report head civil trouble hit.,182213,08-01-2024,19-02-2024,8,Bethany Gonzalez,Brandonberg,North,Ryzen 5,Ryzen 5,32GB,256GB,512GB
Laptop,Toshiba,AF898920,Check wear man style participant population into body southern week.,156944,10-08-2023,30-09-2023,4,Kristopher Vasquez PhD,North Samantha,South,i5,i5,32GB,128GB,2TB
Mobile Phone,Toshiba,702D3B70,School help old lawyer wear life.,144791,23-10-2024,28-10-2024,3,Jeffrey Miller,Knoxport,North,N/A,MediaTek Dimensity,6GB,64GB,N/A
Laptop,Sony,964A221B,Case hotel matter mind build nearly drive.,98237,20-04-2023,02-06-2023,5,Chad Martin,South Sarahchester,Central,i9,i9,4GB,512GB,512GB
Laptop,Oppo,982F74C2,Though manage break answer there middle strategy fine table low under soon.,198588,23-05-2024,01-06-2024,6,Brandy Alvarado,Martinstad,Central,i7,i7,12GB,1TB,256GB
Mobile Phone,Redmi,AE1DE640,Deal heart speak unit discussion well morning value meet cup look.,33824,06-12-2024,11-01-2025,9,Kimberly Johnson,Josephburgh,West,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
Mobile Phone,iQOO,88B3B0D5,Heavy face next across article someone may fast move.,82315,18-04-2023,06-06-2023,9,William Richardson,Glenville,Central,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Laptop,Motorola,D71AA11A,Media out court Congress foreign like majority accept.,9852,06-09-2023,02-11-2023,10,Sharon Gutierrez,North Rachel,Central,i7,i7,8GB,256GB,2TB
Mobile Phone,Realme,91B599C5,Those energy card bill talk six also force step law window other loss.,123573,05-02-2025,26-03-2025,3,Tracy Mayo,North Andrea,West,N/A,MediaTek Helio,4GB,1TB,N/A
Mobile Phone,Realme,6D2B2802,Remember push take someone summer order treatment second west how attorney song.,186024,21-11-2023,29-11-2023,7,Amber Chase,South Keithmouth,West,N/A,Snapdragon 7s,32GB,512GB,N/A
Laptop,Vivo,9453B59F,Factor four power side term win machine huge thus.,82410,10-10-2024,17-10-2024,3,Jennifer Soto,West Kenneth,South,i7,i7,4GB,512GB,256GB
Mobile Phone,HP,9A114DE3,Even pick summer particularly item game time majority ball.,26375,19-05-2023,31-05-2023,2,Anne Davis,Collinschester,West,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Laptop,Microsoft,081FFBDD,One experience anyone land keep whole.,19667,30-03-2023,25-05-2023,8,Emily Hayes,North Andreatown,North,Ryzen 3,Ryzen 3,6GB,128GB,2TB
Mobile Phone,Motorola,0F0A7B29,Pull investment risk me when while send month moment machine history theory draw.,154947,30-11-2024,24-01-2025,3,Richard Gould,North Allison,East,N/A,Apple A-Series,8GB,64GB,N/A
Mobile Phone,Sony,2B45817F,Laugh structure feeling despite perform car cover maintain military.,57096,07-03-2024,22-04-2024,10,Gavin Middleton,Cummingsfurt,South,N/A,Apple A-Series,32GB,256GB,N/A
Mobile Phone,Samsung,DF96B03B,Professional I attention air resource long peace difficult.,197907,02-02-2024,26-03-2024,7,Lisa Bernard,Wintersberg,North,N/A,MediaTek Dimensity,16GB,64GB,N/A
Laptop,Sony,7502BEC1,After trouble city soldier day author.,141888,23-07-2023,08-09-2023,4,Thomas Figueroa,Stephenport,East,Ryzen 3,Ryzen 3,32GB,64GB,1TB
